,n,p,q,alpha1,alpha2,beta1,beta2,p0,p1,q0,q1,weight
3293,9407,34857216,12271009,41363424,336385,3164373695,20681712,1,5904,1,3503,3164373695
3294,9413,1302014798927420701721160763655538711201622493518600233653511421173032385199192159925896427594657681334193920552158503375563462419920443518223781000449102198902269577736421096224186742999746753521047768062491440555946587282511429996481552578984296833125,1234753063652858690438393467176772638615551410835206735165161919916321575239427386422823569862348434543253352775369691117981436562541144330478830342682599785953320794125085362633242924898504533234234630362051557722001755427617129653113727951789219840164,413070706327489719280257612007153851427028856308897660023245058601624648656406566281340341115285758592186544633948660422455130717535555081655651837609556683304198608264231933458467055029940709411422149550697464475177116260950102914214404954214748626723,13068748102948773043306239555872881479994564603048204490826332671558908718719315446691852071646001361707726967796970744108626030048560011915405031436316324903987381661913491002120996431454141598977242692832276365273108811264485648882868108709849077050,246032251786113601313283265878862866742377673216985497744296538874768015538609832599420807100807621635509667895745771228588993641694190784319415121820091132642466447167183381605929878818555669742345570935260434852631546480865206825868875014571618724543300,413070706327489719280257612007153851427028856308897660023245058601624648656406566281340341115285758592186544633948660422455130717535555081655651837609556683304198608264231933458467055029940709411422149550697464475177116260950102914214404954214748626723,9413,11760991359812391128118618871298718146425837540090665484369278649942073067177116924998307934827068079650632063154250351883025,1,1111194431075344568313768242419487318850084215029564376004949698834555970354917196963144643967139851932989404590176752099167642,246032251786113601313283265878862866742377673216985497744296538874768015538609832599420807100807621635509667895745771228588993641694190784319415121820091132642466447167183381605929878818555669742345570935260434852631546480865206825868875014571618724543300
3295,9415,1630867456,309161889,1420143744,16502941,155375189515,710071872,1,40384,1,17583,155375189515
3296,9421,319300580105586695112995409558163482420050628348588587939832135660311175313816280795377494788076132081460753637924723078614838725,84166957204096239211042972659489134865482519111668509809208993600211012678111950690423864714685607798371743147050505713216696004,31823589576085659629589219023840572624253067441019492216720968924819872558681029738624835433573018407178148495391904817477878722460,308007765763735278860342633175919348538972505858297380673483046825963836406007388630974425456722517014096957794329108205071649603,308007765763735278860342633175919348538972505858297380673483046825963836406007388630974425456722517014096957794329108205071649603,1688970893540264283493749019416228246696373391413835697734899104384878068075630492443733968452023055258366866330108524438906630,9421,184098967106243375595825259120780269648976949039334739746451685,1,9174255130750192910237944475875822860829600933326568774264825998,31823589576085659629589219023840572624253067441019492216720968924819872558681029738624835433573018407178148495391904817477878722460
3297,9422,81487240626480200,18698562994950721,110406315114270440,1155545922072237,5443776838882308507,27601578778567610,2,201850490,1,136742689,5443776838882308507
3298,9429,711758820964,541875536403,1220983478953,16921248506,45585843475164,174426211279,1,843658,1347,20057,45585843475164
3299,9430,23,18,205,3,276,1,23,1,2,3,276
3300,9431,8066489715213778279091439353480161571902347437461366544400,6257193371131872464767625349601016426377103813099753345161,494380209317365014777700750330621481100396500608724352024757,7104476474332157233381272437855956467947885132419320609780,14208952948664314466762544875711912935895770264838641219560,52420762307005091165062109037283584042031226869761886547,1,89813638803991113424721359620,1,79102423294940038548364055869,494380209317365014777700750330621481100396500608724352024757
3301,9434,269361,265000,455413,25950,5501400,5117,1,519,106,50,5501400
3302,9435,20,17,111,2,340,1,5,2,17,1,340
3303,9437,1529483341127466979675216009354677360744642764454655353108473266747159490912086179435578822550260730877554294024630817983507487088866475214114814599612114658509434669705913763667343081656615954060921047832398216842701270080335466601558874800174863316712797231619316234670858265022989299267360816469494487743127786437066859929464397018744923518498345580927584703224786075343370475261833437925,9742478610125141377974120123026446419883278626663201469677512417767720737826394364812633996803094297988526137314173940303924056275526255015169750081026935888900853948172664659548951439672290646650698036446767048934691005190294040807642576445782986749396406310129891596009488327412288760895815208545651003144477612461100900773505341226873468478086222421503461140075355951771139539452324,749987593461911135634640945593678810830538620115050274307237907996552668830182241473388953939685467122808093617749055847677027828448559143333744739646004469796232153087024299904239313619273324177518521461119532632539326569630100674177678585787658840118549582218678745018699806038115458315620655033224051965467717299366848904565224152788201334575077823702234369505161286350506476760532581140,1529483341096438237185042522339191839256307243126602224910080863882204669556095772961517863512925325739646337447017203805621764473383815294044699907735689781664465209677237443937193856683882760890664357232404090226152842846940434686627614182891307127798453250526277795112394879460246779707861594300702648553822017331404099654881996946088679673470632831438797421843878967516389017477985479843,1529483341096438237185042522339191839256307243126602224910080863882204669556095772961517863512925325739646337447017203805621764473383815294044699907735689781664465209677237443937193856683882760890664357232404090226152842846940434686627614182891307127798453250526277795112394879460246779707861594300702648553822017331404099654881996946088679673470632831438797421843878967516389017477985479843,39736547285255437937620056458285409072297267146076627864111365264202218333696208618914324146428179883586314168578417709424447802715299308219441810938116163494555057385134274658484651564017872426487152774246028008505845425963235174005387230358570458838537118905302466091909494862674338153842357477653070465479904487621428891838784791394945498282032310252317175453277592791697916539182610,9437,12730791280925703119663733988614013633402422422723997754255339795033149978046411850997105932761808173117660810741742589824472901289187945867827329655799401317856443560982431827682576372669438605,1,3121294380561555007454756013213488587755328967453343365428347868246880748432367755137220712629734391091979396930577250153685322793262092324987468172241639050476817087597952570257264780273355482,1529483341096438237185042522339191839256307243126602224910080863882204669556095772961517863512925325739646337447017203805621764473383815294044699907735689781664465209677237443937193856683882760890664357232404090226152842846940434686627614182891307127798453250526277795112394879460246779707861594300702648553822017331404099654881996946088679673470632831438797421843878967516389017477985479843
